lemma	upos	sense_id	definition
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-6	Különálló részeiből úgy tesz össze vmit és úgy tartja együtt, hogy így vmilyen formát alkosson
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-7	Vhová fog vmit | vhová beteszi, beilleszti, beszorítja, s ott rögzítve tartja.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-8	Kézbe vesz; ragad, megragad
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-9	Átvesz és magáénak elfogad, részül kap
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-10	Labdát a kapus elkap és nem enged a kapuba; véd
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-11	Ceruzát fog; tollat fog; fegyvert, kardot fog | egy v. több személy katonaként harcba indul tömeg fegyveres harcot kezd
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-12	kezet fog vkivel | üdvözlésül kezébe veszi, megszorítja és rendsz. kissé megrázza vkinek a kezét
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-13	Ujja(i) mozdulatával, elhelyezésével megszólaltat v. képez húron, húros hangszeren, némely fúvós hangszeren egy, esetleg több hangot, ill. billentyűs hangszeren két v. több hangot
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-14	Vkire, vmire fog vmit | fegyvert v. más szerszámot felkap és támadó szándékkal vki, vmi felé irányít.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-15	Vkire fog | rendsz. rosszat, vádat igaztalanul vkinek tulajdonít, ráhárít; ráfog.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-16	Esővizet vmely edénybe úgy gyűjt, hogy az edényt az ereszcsatorna lefolyója alá helyezi
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-17	Állatot, ritk. embert üldözve v. cselt alkalmazva zsákmányol, foglyul ejt, hatalmába kerít
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-18	Embert, ritk. vmely eszközt szerencsével v. némi ügyeskedéssel vmely célra, vmiül magának megszerez, megkaparint; kerít
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-19	Néhány szókapcsolatban
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-20	Vmely cselekvésen, eljáráson rajtakap vkit; ér
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-21	Balekot fog; férjet, gavallért fog; nagyon fognak vkit | több-kevesebb ravaszsággal, erőszakkal igyekeznek férjnek megszerezni.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-22	Vmit fog | nekilát, ill. eléri, hogy vmit létrehozzon, elvégezzen v. vmit megszerezzen, elfoglaljon.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-23	Barázdát, földet fog; neszt fog; sort fog; szagot fog; szállást fog magának; szélt fog; szelet fog | vitorla, széltől hajtott eszköz úgy fordul, hogy a szél a felületét érje, s így annak erejét kihasználhassa vad a szélben megérzi a közeledő vadász szagát, és elmenekül
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-24	Pártját fogja vkinek | védelmébe vesz, támogat vkit vkinek az oldalára, ügye mellé áll.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-25	Párját fogja vminek | ellop, elemel vmit.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-26	Állatot befog
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-27	vkit vmibe, vmi elé fog | állatra, ritk. emberre vmely igavonó szerszámot tesz s vmely eszközhöz, járműhöz hozzáköti, hogy húzza.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-28	Embert, állatot csak korlátozott mértékben enged működni, erőit, képességeit v. szenvedélyeit kifejteni; fegyelmezéssel korlátoz; visszatart
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-29	Ellenfélhez tartozó játékost mint védő szorosan fedez
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-30	Erősen fogja a gyereket, a lovat; nagyon fogják | a fiút, a leányt a szülei szigorú ellenőrzés, fegyelem alatt tartják
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-31	Vmibe, vmilyenre fog vkit, vmit | vmely gátló, korlátozó helyre, helyzetbe, állapotba szorítja, helyezi, ill. korlátozott formájúvá teszi, alakítja.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-32	Kordába, korlátok közé fog vkit; gyanúba fog vkit; körbe fog vkit | vki köré áll
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-33	Ott fog vkit | fogolyként v. vendégként ott maradni kényszerít, nem enged el vkit.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-34	Néhány állandó szókapcsolatban
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-35	Vmire fog vkit, vmit | személyt v. állatot rászorít arra, hogy vmit rendszeresen tegyen, végezzen v. fogyasszon.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-36	Vmibe, vmire fog vkit, vmit | vmely eszközt, módszert, eljárást kezd alkalmazni, hogy vkit, vmit bizonyos cselekvésre szorítson.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-37	Kérdőre fog vkit; perbe fog vkit | pert kezd ellene, perbe vonja
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-38	Vmire fogja a dolgot | előző magatartását megváltoztatva, vmihez kezd, folyamodik.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-39	Fogja magát | hirtelen elhatározással, mozdulattal vmire határozza magát és belekezd.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-40	Kül. vágó, író eszköz vmit, vmely nyomot e működésével létrehoz
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-41	A munkába vett anyagba belemélyedve v. azon nyomot hagyva, hatását kifejti, feladatát ellátja; kés vág; toll, ceruza ír.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-42	Anyag színével, színes nedvével, apró részecskéivel bepiszkolja, megszínezi azt, ami hozzáér.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-43	Vmely tárgyat, anyagot fog | vágó eszköz, szerszám a munkába vett anyagon, anyagban hatását kifejti, feladatát elvégzi.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-44	Anyag vele érintkező más anyagot színét eresztve színével, színes nedvével megfest
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-45	Vkit fog a nap | vkinek olyan a bőre, hogy az erősebb napsütés hamar megbarnítja, és vörösre égeti.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-46	(rendsz. tagadó mondatban)
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-47	Fog vkin, vmin | törekvés, beszéd v. fizikai, kémiai jelenség erkölcsi v. vegyi és élettani hatását kifejti, eredménnyel jár.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-48	Nem fog rajta a rozsda; fog rajta a szó; nem fog rajta a szó; nem fog rajta semmi | semmiféle nevelési módszer nem jár nála eredménnyel semmi sem árt neki
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-49	Fog vkit, vmit | ereje, hatalma van vkin, vmin; árt neki.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-50	Fog vmit | vmi keletkezik, támad benne v. rajta.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-51	Rádiókészülék vmely állomást a megfelelő hullámhosszra beállítva, közvetíteni tud, mert az illető adóállomás hullámhosszának rezgéseit átvéve kellő erősségű hanggá alakítja; alkalmas, képes az illető adó vételére
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-52	Személy vmely adóállomást vevőkészülékével, a megfelelő hullámhossz beállításával hallgat
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-53	Fog az esze, (agya, feje) | értelmi képessége, készsége működik.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-54	Nő, nőstény állat fogan, fogamzik
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-55	Személyt fogad
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-56	A nyomatékos jövő kifejezésére.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-57	Erős jövőbeli bizonyosság, meggyőződés kifejezésére.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-58	enni fog | lesz
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-59	Jövőbeli valószínűség, esetlegesség kifejezésére.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-60	Parancs, fenyegetés kifejezésében.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-61	Feltételes jövő kifejezésére.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-62	Szorítva tart; megragad, szorítani kezd.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-63	Hatást fejt ki.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-64	Hatást fogad be.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-65	Fog vmihez, vmibe | ember hozzákezd, hozzálát vmihez, belefog vmibe.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-66	Munkához, munkába fog; nem tud mihez fogni | olyan sok a dolga, hogy nem tudja, melyikbe kapjon az adott helyzetben tehetetlen nincs semmi lehetősége.
fog	VERB	6070ac2c19cad2110a6ea708@6070ac2c19cad2110a6ea708-67	Vmibe fog | ember, állat, tárgy vmely cselekvést, működést kezd.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-0	Magába fogad vkit, vmit | üreg férőhelyet ad vkinek, vminek v. magába zárja.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-1	Magába fogad | anyag vmely folyadékot, nedvet részecskéi közé szív, magába vesz.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-2	Méhébe fogad | nő fogan.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-3	Keblére, lelkébe, ölébe, szívébe fogad vkit | megszeret, gondoskodó szeretetében részeltet vkit.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-4	be fogad vkit | vmiben részesíteni kezd vkit.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-5	Házába, lakásába fogad vkit | házában, lakásában helyet ad neki mint vendégnek v. mint hajléktalannak.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-6	Vmi fogad vkit | vmely helyiség, lakás hosszabb-rövidebb tartózkodás céljára rendelkezésére áll vkinek, nyitva van v. vmely állapotban van az érkező vendég, lakó számára.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-7	Érkező személyt vendégeként üdvözöl, rendsz. eléje menve, és rendelkezésére áll
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-8	Vhogyan fogad vkit | megérkező, megjelenő személyt vmilyen magatartással v. érzelemnyilvánítással üdvözöl; vhogyan látja (I. 11)
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-9	Vendégként, látogatóként hozzá érkező személyt lakásába bebocsát, és elbeszélget vele v. vendégül látja
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-10	Vmely céllal v. vmely minőségben, kül. hivatalos tisztelgő látogatásra érkező személyt v. hivatali ügyfelet magához bocsát, hivatalos helyiségbe bebocsát, hogy meghallgassa, beszélgessen, tárgyaljon, v. vmit elintézzen vele
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-11	Hivatalban a felek rendelkezésére áll.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-12	Vendégeket fogad | szoktak hozzá járni látogatók, vendégek.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-13	Vmi fogad vkit, vmit | vmely jelenség kíséri v. követi vkinek a megjelenését v. megnyilatkozását.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-14	Vmiül, vminek, vmivé fogad | vmilyen minőségben magához tartozónak nyilvánít vkit.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-15	Örökbe fogad | rendsz. gyermeket magához véve olyan jogok részesévé tesz, mintha saját gyermeke volna.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-16	Doktorrá fogad | egyetemen a tudomány vmely ágának doktorává nyilvánít.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-17	Alkalmazottat rendszeres szolgálatra szegődtet.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-18	Rövid szolgálatra, használatra alkalomszerűen igénybe vesz vkit, vmit; szállítóeszközt kibérel.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-19	Kosztost fogad | pénzért házába vesz vkit, rendsz. gyermeket v. diákot, és lakást, ellátást ad neki.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-20	Neki szóló közlést, feléje irányuló megnyilatkozást, cselekvést tudomásul vesz, s ezt magatartásával ki is fejezi
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-21	Udvarias fordulatokban:
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-22	Vhogyan fogad vmit | vmilyen magatartást tanúsít vmely ellene irányuló cselekvés bekövetkeztekor.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-23	Vminek fogad vmit | vminek gondol, tart, vesz vmely eredményt, jelenséget.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-24	Tanácsot, parancsot tudomásul vesz, és aszerint cselekszik
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-25	Neki szánt, kínált tárgyat vmilyen megnyilatkozás kíséretében átvesz
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-26	Teniszben, asztaliteniszben, röplabdában labdát az adogató ellenféltől vár és annak visszaüt, ill. visszaütésére készen áll
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-27	Az ellenfél által sorozatosan adogatott labda visszaütésére készen áll, ill. a labdát ütéssel visszajuttatja a háló felett az ellenfél térfelére.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-28	Jó viszony fenntartását v. vmilyen magatartást határozottan ígér
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-29	Fogad vmit | vminek teljesítését, megtartását nyomatékosan v. ünnepélyesen megígéri.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-30	Fogadom v. fogadok (, hogy) | biztosra veszem, fogadást mernék rá tenni, hogy …
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-31	Egy v. több személlyel megállapodik abban, hogy amelyiküknek vmely vitatott ténnyel v. bekövetkező eseménnyel kapcsolatban igaza lesz, a másiktól v. a többitől a megállapodás szerint vmit (összeget, értéket, szolgáltatást stb.) kap; fogadást tesz
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-32	Sportban, szerencsejátékban fogadást köt
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-33	Lóversenyen vmely lovat győztesnek remél, s ezért fogadást köt rá
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-34	Magához v. magába vesz; bebocsát, bevesz; megérkezésénél ott van.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-35	Vmely céllal magához vesz, vmire alkalmaz v. környezetének, közösségének tagjául felvesz vkit
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-36	Hozzá intézett megnyilatkozást v. feléje irányuló cselekvést vmilyen módon tudomásul vesz.
fogad	VERB	6070ac2c19cad2110a6ea709@6070ac2c19cad2110a6ea709-37	Szóval erősít, biztosnak állít, ígér vmit.
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-0	Olyan, akit (amit) vki fogadott (I. 6, 7).
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-1	Olyan, akit v. amit vhogyan fogadtak (I. 6).
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-2	Olyan, akit vki vhova befogadott, vmiül, vminek fogadott (I. 3a, 4, II. 1).
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-3	Nem vér szerinti, hanem a család tagjául nyilvánított v. örökbe fogadott.
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-4	Olyan, akit, amit vmely szolgálatra fogadtak (II. 2a), szerződtettek, alkalmaztak, szegődtettek.
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-5	fogadott munka | iparosnál külön, saját mértékre készíttetett m. vkinél bizonyos időre elvállalt m.
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-6	fogadott ügyvéd | a fél által fizetett, nem kirendelt ü.
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-7	Olyan, amit vki nyomatékosan megígért, megfogadott.
fogadott	ADJ	6070ac2c19cad2110a6ea70f@6070ac2c19cad2110a6ea70f-8	Olyan ló, amelyre fogadást kötöttek.
fogadtatás	NOUN	6070ac2c19cad2110a6ea710@6070ac2c19cad2110a6ea710-0	Az a mód, eljárás, ill. azok(nak) a körülmények(nek), külsőségek(nek összessége), ahogyan v. amelyekkel vkit, vmit fogadnak (I. 6–8).
fogalom	NOUN	6070ac2c19cad2110a6ea721@6070ac2c19cad2110a6ea721-0	A tárgyak, jelenségek lényeges jegyeiből a tudatban kialakított gondolati tartalom.
fogalom	NOUN	6070ac2c19cad2110a6ea721@6070ac2c19cad2110a6ea721-1	Vmely tapasztalaton alapuló ismeret v. vmiről kialakított nézet, felfogás, vélemény, elképzelés.
fogalom	NOUN	6070ac2c19cad2110a6ea721@6070ac2c19cad2110a6ea721-2	(Halvány) fogalma sincs (vmiről) | egyáltalán nincs tudomása vmiről.
fogalom	NOUN	6070ac2c19cad2110a6ea721@6070ac2c19cad2110a6ea721-3	, kissé Olyan személy v. dolog, főleg árucikk, aki v. amely kiváló tulajdonságairól közismert; híres, elismert.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-0	Katonai erővel, harccal meghódít, tulajdonába vesz
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-1	Vmit birtokába vesz, ill. elhelyezkedik vmin
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-2	Ágyat, asztalt, ülőhelyet foglal vhol; földet foglal. Táborozásra alkalmas helyet foglalt a forrás mellett. Széket foglal | széken helyet foglal, leül
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-3	Helyet foglal vhol | személy leül vhová v. ül vhol
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-4	az asztal mellett foglal helyet; foglaljon helyet, tessék helyet foglalni | hellyel kínálás udvarias kifejezéseként.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-5	Tért v. teret foglal | terjedelmével, tömegével vmely tért betölt, vmilyen területre kiterjed.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-6	Állást foglal | vmilyen állásban elhelyezkedik, feláll
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-7	Vmit foglal magának v. vkinek (vmire) | előzetesen biztosítja, hogy ő v. másvalaki (bizonyos alkalomra) kapjon vmit.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-8	Jegyet foglal | vmely helyre szóló, helyet biztosító jegyet előre leköt.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-9	Több személy vmilyen formát alkotva álló v. ülő helyzetben elhelyezkedik
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-10	Magában foglal vmit | alkotórészként tartalmaz, tartalomként felölel, magában rejt vmit.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-11	Gondolatában v. érzéseiben szereplő személyek v. tárgyak közé bevesz, beiktat
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-12	Érzést, gondolatot, mondani-, közölnivalót vmilyen nyelvi, irodalmi, hivatalos stb. formába önt, szerkeszt, rögzít
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-13	Különálló elemeket összefoglaló, rendszerező csoportosításba, keretbe állít, szed
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-14	vkit vmibe foglal | keretbe, burkolatba teszi, erősíti, helyezi; vmilyen kerettel, burkolattal körülvesz.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-15	Vmit vhová fog
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-16	Vmit vmihez foglal | vmihez kapcsol, fog, erősít, csatol vmit.
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-17	Forrást (óvás, tárolás, felhasználás végett) kő- v. fakerettel, korláttal vesz körül
foglal	VERB	6070ac2c19cad2110a6ea756@6070ac2c19cad2110a6ea756-18	Bírói, hatósági úton zár alá vesz, foglalást (2) hajt végre
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-0	Vmivel foglalkozik | vmely tevékenységet állandóan, rendszeresen, hivatásszerűen folytat.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-1	Dolgozik, foglalatoskodik.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-2	Vmivel foglalkozik | időnként mellékes munkaként v. kedvtelésből folytat vmely tevékenységet.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-3	Vmivel foglalkozik | (éppen) vmely teendő végzésével van elfoglalva.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-4	Foglalkozik vmivel | munkát, tevékenységet fordít vmely munka végzésére, vmely ügy intézésére.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-5	Foglalkozik vmivel | tanulmányozás, kutatás, vizsgálódás tárgyává tesz vmely kérdést, ill. szakterületet.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-6	Foglalkozik vmivel | személy szóban v. írásban, ill. beszéd v. írásmű, sajtótermék vmely tárgyat előad, vmely kérdést fejteget.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-7	Foglalkozik vmivel | állandóbb jellegű érdeklődést tanúsít vmi iránt, értelmi, érzelmi elfoglaltságának v. beszédének tárgyául teszi meg.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-8	Vmivel foglalkozik | vmely gondolatot, tervet elméjében forgat, mérlegel, meghány-vet.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-9	Foglalkozik vkivel | vkivel kapcsolatban adódó, előálló tennivalókat végez; foglalatoskodik vki körül.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-10	Foglalkozik vkivel | állandóbb jellegű figyelmet, érdeklődést szentel vkinek, értelmi, érzelmi elfoglaltságának tárgyává teszi.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-11	Foglalkozik vkivel | beszélgetve, társalogva szórakoztat vkit, ill. igyekszik kellemes módon elfoglalni, kedvében járni.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-12	Foglalkozik vkivel | közvetlen kapcsolaton alapuló oktató, nevelő munkával vezet, irányít vkit.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-13	Magával foglalkozik | gondolatai, gondoskodása saját magára irányulnak.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-14	Táncra igényt tart, ígérkezik.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-15	Foglalkozva van | vkinek már elígérkezett vmelyik táncra.
foglalkozik	VERB	6070ac2c19cad2110a6ea75c@6070ac2c19cad2110a6ea75c-16	Belefog vmibe.
foglalkoztat	VERB	61b918bb897a3506c6c4c1f2@61b918bb897a3506c6c4c1f2-0	Foglalkoztat vkit | személy v. üzem munkalehetőséget, munkát ad, biztosít vkinek; alkalmaz vkit, dolgoztat.
foglalkoztat	VERB	61b918bb897a3506c6c4c1f2@61b918bb897a3506c6c4c1f2-1	Foglalkoztat vkit | oktatás, kiképzés során szellemi v. testi fejlődést elősegítő feladatot, gyakorlatot végeztet vkivel.
foglalkoztat	VERB	61b918bb897a3506c6c4c1f2@61b918bb897a3506c6c4c1f2-2	Vkit foglalkoztat | vki szellemi érdeklődésének, figyelmének, vmely tevékenységre irányuló vágyának megfelelő elfoglaltságot, tennivalót ad neki.
foglalkoztat	VERB	61b918bb897a3506c6c4c1f2@61b918bb897a3506c6c4c1f2-3	Foglalkoztat vkit | vki érdeklődésének, figyelmének tárgyaként szerepel, vkinek az érdeklődését rendsz. tartósan leköti.
foglalkoztat	VERB	61b918bb897a3506c6c4c1f2@61b918bb897a3506c6c4c1f2-4	Foglalkoztat vkit | vmi mint meggondolandó, eldöntendő kérdés elfoglalja vkinek a gondolatvilágát; töprengésre késztet.
foglalkozás	NOUN	6070ac2c19cad2110a6ea75f@6070ac2c19cad2110a6ea75f-0	Általában a foglalkozik igével kifejezett tevékenység; az a tény, hogy vki foglalkozik vmivel.
foglalkozás	NOUN	6070ac2c19cad2110a6ea75f@6070ac2c19cad2110a6ea75f-1	Elfoglaltság, foglalatosság.
